,inference_results
1859,94.893
1860,10.089983
1861,78.9201
1862,69.62926
1863,65.342514
1864,20.000689
1865,48.15973
1866,63.41078
1867,45.261738
1868,44.52895
1869,72.0151
1870,49.738792
1871,73.64447
1872,8.2977085
1873,36.98672
1874,95.73467
1875,78.84125
1876,93.1354
1877,38.042984
1878,60.639732
1879,34.853077
1880,59.82849
1881,77.55877
1882,60.099743
1883,85.96714
1884,26.303982
1885,62.50649
1886,1.4236395
1887,61.953724
1888,10.860775
1889,93.41691
1890,92.58348
1891,63.365208
1892,22.661718
1893,79.64005
1894,44.9313
1895,26.413767
1896,60.342472
1897,76.75613
1898,33.576378
1899,64.40783
1900,26.948719
1901,57.865303
1902,94.347755
1903,62.839863
1904,36.075695
1905,4.812071
1906,98.260056
1907,66.56813
1908,46.58594
1909,44.801414
1910,26.441563
1911,3.0753922
1912,60.950184
1913,45.98138
1914,17.243202
1915,55.14521
1916,44.110302
1917,74.83583
1918,74.86368
1919,26.461416
1920,10.296501
1921,41.09182
1922,5.6199746
1923,19.048828
1924,87.391785
1925,79.54152
1926,78.60248
1927,69.34473
1928,59.878616
1929,72.26864
1930,91.5117
1931,15.737196
1932,94.12399
1933,73.33823
1934,66.1624
1935,34.300777
1936,74.061005
1937,78.30738
1938,76.669205
1939,50.324055
1940,37.999397
1941,58.55639
1942,68.4295
1943,89.04233
1944,70.90823
1945,48.451206
1946,54.04501
1947,95.410545
1948,44.668587
1949,4.2730603
1950,63.213535
1951,96.3129
1952,39.003944
1953,88.61509
1954,66.1243
1955,2.4840412
1956,47.04894
1957,87.63682
1958,71.91648
1959,60.70115
1960,83.986664
1961,75.83703
1962,86.60974
1963,89.539566
1964,88.5438
1965,19.981155
1966,36.538525
1967,60.258224
1968,29.775633
1969,21.791168
1970,36.051613
1971,72.402336
1972,46.719963
1973,14.313505
1974,72.95652
1975,92.50001
1976,56.01399
1977,75.69076
1978,87.78717
1979,73.73312
1980,76.23436
1981,76.369194
1982,82.24859
1983,85.14616
1984,5.0876412
1985,17.349207
1986,79.73171
1987,28.142673
1988,4.326493
1989,51.53294
1990,10.61107
1991,98.73047
1992,92.93255
1993,64.40239
1994,89.88172
1995,90.65607
1996,57.5992
1997,76.43934
1998,31.432655
1999,74.97584
2000,22.043211
2001,66.28085
2002,63.78432
2003,93.14898
2004,52.666363
2005,49.3336
2006,61.154327
2007,0.9937542
2008,76.415405
2009,10.731579
2010,4.8464885
2011,74.40363
2012,1.8863436
2013,17.253876
2014,21.133547
2015,78.618774
2016,99.71614
2017,94.906685
2018,54.452305
2019,59.383995
2020,91.072296
2021,66.58174
2022,26.429148
2023,54.587536
2024,91.71271
2025,68.056366
2026,29.20853
2027,76.11293
2028,71.479706
2029,91.04795
2030,11.319922
2031,17.76777
2032,62.633186
2033,69.46278
2034,23.038834
2035,58.630394
2036,25.394213
2037,91.43149
2038,32.961323
2039,30.304022
2040,55.52136
2041,77.31271
2042,20.932377
2043,95.61528
2044,39.60048
2045,10.141794
2046,25.795988
2047,13.311474
2048,19.29019
2049,86.894226
2050,93.41918
2051,61.040817
2052,9.241398
2053,67.53693
2054,70.04577
2055,78.2228
2056,57.677742
2057,92.817055
2058,14.603264
2059,50.342274
2060,61.15362
2061,70.46319
2062,20.651289
2063,94.03743
2064,88.938286
2065,9.4514885
2066,87.7379
2067,7.0273595
2068,13.235004
2069,27.788351
2070,71.66575
2071,96.33593
2072,78.29891
2073,91.75037
2074,45.399384
2075,13.154336
2076,53.35121
2077,55.348843
2078,70.80244
2079,66.66184
2080,27.340015
2081,34.05665
2082,46.486626
2083,75.12413
2084,24.290361
2085,73.033676
2086,98.87927
2087,44.559246
2088,82.179825
2089,11.484513
2090,38.102417
2091,63.679794
2092,95.71874
2093,91.66842
2094,30.27212
2095,37.100594
2096,65.426285
2097,83.1913
2098,91.14594
2099,57.43847
2100,58.25749
2101,98.55278
2102,9.027279
2103,1.3549663
2104,53.07839
2105,3.721635
2106,0.74395907
2107,14.4886675
2108,20.606949
2109,96.64817
2110,79.45939
2111,19.807861
2112,27.736874
2113,30.24209
2114,32.318882
2115,31.773727
2116,64.20981
2117,83.67694
2118,99.77931
2119,19.577232
2120,51.98848
2121,58.964428
2122,2.3946338
2123,94.42189
2124,3.631696
2125,21.08824
2126,12.818085
2127,40.58011
2128,93.33988
2129,7.9178224
2130,59.68967
2131,87.01221
2132,95.50262
2133,48.252262
2134,99.13997
2135,1.3970537
2136,20.415987
2137,32.72109
2138,2.3937778
2139,40.349983
2140,63.73911
2141,18.42161
2142,90.26597
2143,67.38169
2144,38.33938
2145,79.91227
2146,19.957586
2147,94.50755
2148,58.09736
2149,16.470453
2150,98.53163
2151,99.039116
2152,88.7732
2153,40.489788
2154,70.38732
2155,4.1045227
2156,15.495423
2157,66.76466
2158,64.85742
2159,39.58193
2160,13.236182
2161,71.41844
2162,42.471622
2163,68.26255
2164,64.3465
2165,26.522982
2166,50.320293
2167,60.917763
2168,19.218725
2169,71.52827
2170,84.77811
2171,45.965576
2172,99.36589
2173,4.20601
2174,56.840557
2175,70.007065
2176,13.292129
2177,66.78622
2178,10.68748
2179,85.43651
2180,36.144897
2181,36.27857
2182,52.8439
2183,78.84781
2184,68.217674
2185,91.94694
2186,83.536835
2187,23.383692
2188,48.047516
2189,82.075516
2190,47.106052
2191,21.73565
2192,50.110638
2193,22.703934
2194,24.359472
2195,66.52727
2196,23.604359
2197,18.515522
2198,3.3727057
2199,59.335564
2200,32.278233
2201,8.66331
2202,16.731548
2203,96.60994
2204,97.37665
2205,12.925858
2206,65.0667
2207,57.925095
2208,29.036898
2209,11.572335
2210,40.978252
2211,23.085611
2212,53.478172
2213,82.25378
2214,3.0705893
2215,65.43061
2216,75.87618
2217,34.567856
2218,51.23279
2219,81.22566
2220,58.215626
2221,63.912647
2222,34.24437
2223,63.345917
2224,88.801704
2225,33.309017
2226,72.460815
2227,65.48269
2228,29.107367
2229,38.36406
2230,68.85404
2231,96.82398
2232,53.400185
2233,66.64921
2234,25.490278
2235,77.840965
2236,90.70495
2237,10.403439
2238,32.08982
2239,96.84279
2240,78.06921
2241,9.1455555
2242,81.59575
2243,93.55685
2244,73.08107
2245,88.26342
2246,40.9369
2247,35.016537
2248,32.069225
2249,26.987307
2250,28.076315
2251,61.200413
2252,58.49941
2253,15.372627
2254,96.76226
2255,20.139702
2256,38.354355
2257,97.308784
2258,7.7449145
2259,66.19883
2260,55.308533
2261,54.536472
2262,22.090992
2263,20.90668
2264,60.410076
2265,90.54788
2266,46.129074
2267,49.333073
2268,86.03984
2269,84.80165
2270,59.04917
2271,77.39959
2272,36.310513
2273,62.230938
2274,65.72919
2275,80.02293
2276,40.62481
2277,84.74171
2278,66.654854
2279,2.163662
2280,58.961166
2281,51.286026
2282,21.370056
2283,44.516033
2284,53.835068
2285,0.97111607
2286,86.82781
2287,1.6865219
2288,33.747646
2289,61.757042
2290,14.6568985
2291,57.842194
2292,91.330025
2293,10.854726
2294,91.04571
2295,51.50465
2296,34.958015
2297,39.988354
2298,45.256287
2299,27.25146
2300,18.54657
2301,99.6703
2302,81.120605
2303,23.198668
2304,7.8839636
2305,44.637108
2306,88.731834
2307,52.54238
2308,97.82362
2309,30.70035
2310,70.561134
2311,61.753544
2312,59.162884
2313,66.025604
2314,35.557415
2315,92.44067
2316,95.73766
2317,2.746192
2318,79.470474
2319,8.51592
2320,39.83519
2321,25.004042
2322,18.124311
2323,38.517723
2324,72.48818
2325,17.900658
2326,95.120995
2327,53.656235
2328,23.048704
2329,78.75073
2330,3.3251233
2331,50.615074
2332,96.03582
2333,7.8456736
2334,43.999424
2335,27.364786
2336,27.775524
2337,24.822666
2338,20.06365
2339,87.670555
2340,90.42707
2341,40.723633
2342,42.62902
2343,98.96506
2344,76.99091
2345,75.53159
2346,53.835255
2347,14.586635
2348,42.954433
2349,48.307373
2350,69.48088
2351,98.03453
2352,56.95725
2353,34.368607
2354,54.152836
2355,11.038496
2356,26.199276
2357,44.208206
2358,44.79124
2359,14.950248
2360,46.41607
2361,91.0533
2362,2.3276153
2363,72.80883
2364,51.886677
2365,85.05869
2366,69.82186
2367,28.965628
2368,86.9783
2369,7.816192
2370,10.603451
2371,65.90406
2372,91.63404
2373,73.54864
2374,53.258953
2375,58.414577
2376,15.787202
2377,83.20175
2378,40.965824
2379,50.51632
2380,92.66121
2381,94.726456
2382,27.138905
2383,41.474247
2384,97.90722
2385,58.426975
2386,92.62406
2387,31.993565
2388,6.636034
2389,42.50324
2390,50.50456
2391,52.60712
2392,90.950806
2393,51.97329
2394,45.67226
2395,19.19023
2396,26.676662
2397,80.4063
2398,5.9509463
2399,90.67664
2400,43.211105
2401,77.9171
2402,87.1514
2403,30.369501
2404,72.80032
2405,58.693684
2406,38.940887
2407,23.402847
2408,15.640366
2409,32.78569
2410,97.582436
2411,27.80433
2412,25.22856
2413,32.943993
2414,40.40433
2415,89.96869
2416,8.813651
2417,76.659485
2418,12.616447
2419,23.751629
2420,97.84755
2421,82.91355
2422,5.7066717
2423,17.440037
2424,62.237556
2425,99.71279
2426,16.564444
2427,6.295203
2428,15.498503
2429,12.440842
2430,35.22675
2431,74.134094
2432,2.648688
2433,23.238293
2434,37.074753
2435,66.46461
2436,53.462288
2437,32.78625
2438,16.489819
2439,5.325869
2440,35.844234
2441,73.20942
2442,72.556435
2443,27.910383
2444,44.025936
2445,51.97741
2446,32.11863
2447,62.103558
2448,20.176859
2449,95.734886
2450,24.496592
2451,76.39138
2452,36.739643
2453,14.855202
2454,1.7829186
2455,6.5314717
2456,14.618991
2457,41.81014
2458,8.406696
2459,11.217455
2460,35.21552
2461,71.45617
2462,40.62668
2463,80.92962
2464,73.20457
2465,10.1747265
2466,88.04199
2467,33.53948
2468,59.93053
2469,19.057299
2470,9.282588
2471,32.348274
2472,23.874846
2473,53.10353
2474,78.154465
2475,57.51468
2476,17.811165
2477,42.269394
2478,23.178108
2479,6.792845
2480,42.63303
2481,88.687775
2482,62.147617
2483,21.045715
2484,5.9517193
2485,72.46351
2486,6.1008353
2487,2.2592487
2488,56.69526
2489,93.725945
2490,26.914303
2491,11.490972
2492,26.161627
2493,72.01061
2494,21.509863
2495,16.059586
2496,42.770798
2497,94.490814
2498,11.510114
2499,64.72266
2500,60.649414
2501,50.724895
2502,95.97552
2503,2.8760865
2504,86.35216
2505,32.912548
2506,75.790634
2507,27.49341
2508,29.500355
2509,2.6466126
2510,19.79799
2511,47.766182
2512,25.324385
2513,61.73487
2514,27.68455
2515,46.337914
2516,81.88768
2517,13.2947855
2518,35.951885
2519,76.27481
2520,53.337967
2521,39.063896
2522,55.82345
2523,68.83467
2524,26.117937
2525,81.15824
2526,81.86515
2527,73.06043
2528,22.078613
2529,8.294582
2530,51.807182
2531,19.846931
2532,15.957725
2533,4.968089
2534,19.951426
2535,73.51132
2536,85.59831
2537,89.33123
2538,57.24276
2539,48.30927
2540,82.72503
2541,66.02013
2542,71.70623
2543,10.503743
2544,68.40325
2545,89.20035
2546,67.049774
2547,52.21911
2548,95.28703
2549,15.252678
2550,18.980362
2551,9.828558
2552,34.993435
2553,20.431772
2554,8.920506
2555,66.61809
2556,62.837826
2557,9.579063
2558,99.22697
2559,77.223755
2560,75.258194
2561,25.64401
2562,67.36851
2563,61.076584
2564,7.4952645
2565,21.10683
2566,8.642897
2567,73.16426
2568,57.682365
2569,8.807513
2570,72.31308
2571,82.938934
2572,61.798695
2573,77.89711
2574,56.282955
2575,76.42602
2576,91.91789
2577,23.682137
2578,52.67985
2579,77.40382
2580,58.61525
2581,36.324852
2582,29.266365
2583,39.05241
2584,97.83072
2585,90.52905
2586,70.96274
2587,15.301987
2588,78.62866
2589,13.629015
2590,77.37437
2591,33.46146
2592,56.145065
2593,68.913956
2594,53.69121
2595,30.500587
2596,70.7533
2597,40.685093
2598,77.47589
2599,94.57861
2600,9.128299
2601,27.920689
2602,39.544952
2603,81.42139
2604,67.88569
2605,94.08844
2606,84.13636
2607,46.129917
2608,38.12313
2609,71.929
2610,63.216465
2611,23.020748
2612,21.021364
2613,67.435265
2614,24.7762
2615,25.052504
2616,59.44098
2617,55.861168
2618,48.56385
2619,14.786499
2620,93.3971
2621,82.044525
2622,33.146088
2623,97.42661
2624,44.946182
2625,25.284378
2626,65.04842
2627,15.257193
2628,25.770424
2629,80.70874
2630,14.062522
2631,35.846893
2632,69.58989
2633,50.799686
2634,65.062164
2635,38.316437
2636,84.12363
2637,2.2703314
2638,81.50881
2639,56.203205
2640,68.181496
2641,30.036875
2642,89.35318
2643,11.897229
2644,72.4823
2645,77.940384
2646,63.498592
2647,56.79511
2648,51.99272
2649,61.58668
2650,44.018867
2651,35.498646
2652,47.480965
2653,33.029972
2654,65.066765
2655,71.888
2656,52.013523
2657,82.73936
2658,51.995953
2659,49.245037
2660,51.840153
2661,46.608463
2662,35.019302
2663,45.858616
2664,39.52386
2665,24.982302
2666,83.25497
2667,56.983677
2668,95.69372
2669,73.893524
2670,25.550323
2671,53.33845
2672,20.243528
2673,22.08207
2674,84.62324
2675,32.51983
2676,60.235073
2677,59.39933
2678,68.58404
2679,60.06449
2680,27.855469
2681,68.094574
2682,21.432749
2683,87.62051
2684,57.930027
2685,10.399788
2686,31.73805
2687,2.4319427
2688,14.952367
2689,9.270158
2690,62.319233
2691,36.194668
2692,63.612843
2693,35.495995
2694,100.00932
2695,65.772736
2696,2.8139904
2697,62.947838
2698,86.162994
2699,3.6396441
2700,70.72207
2701,39.82143
2702,61.153248
2703,94.98259
2704,82.31689
2705,72.310776
2706,34.603035
2707,62.896667
2708,33.41709
2709,88.57978
2710,81.588646
2711,42.226433
2712,70.278114
2713,28.37575
2714,33.48049
2715,24.695284
2716,14.2964325
2717,68.80423
2718,87.608536
2719,14.077516
2720,99.12773
2721,98.95837
2722,80.19615
2723,13.389198
2724,63.737453
2725,34.929127
2726,30.561068
2727,7.2248793
2728,90.30012
2729,27.379063
2730,96.85491
2731,40.291203
2732,37.68155
2733,32.36307
2734,55.22322
2735,62.10531
2736,95.13941
2737,25.65117
2738,1.1166757
2739,90.51284
2740,15.476615
2741,22.444029
2742,19.632994
2743,26.410982
2744,45.43636
2745,68.892235
2746,96.919785
2747,21.406046
2748,10.767146
2749,29.060144
2750,59.68966
2751,83.93663
2752,13.082401
2753,66.18413
2754,17.209795
2755,12.687279
2756,0.6405859
2757,36.776054
2758,51.561634
2759,34.600174
2760,99.13498
2761,31.511911
2762,24.168484
2763,90.974434
2764,60.148857
2765,6.27712
2766,56.85267
2767,86.60789
2768,74.912834
2769,87.86406
2770,94.30377
2771,44.166035
2772,89.68324
2773,48.863438
2774,12.085129
2775,95.12281
2776,96.838066
2777,45.924953
2778,16.431974
2779,52.80207
2780,74.58884
2781,17.307962
2782,33.07136
2783,58.15037
2784,0.42725965
2785,4.8187685
2786,24.846527
2787,91.15997
2788,12.0475025
2789,74.21663
2790,0.8041303
2791,38.079784
2792,80.27405
2793,33.228706
2794,5.3762584
2795,98.318504
2796,49.262295
2797,81.399185
2798,85.10483
2799,89.76702
2800,89.398
2801,5.1503973
2802,16.702793
2803,1.3969464
2804,22.334185
2805,89.79663
2806,51.484413
2807,61.525593
2808,7.736366
2809,36.87272
2810,27.449253
2811,12.400619
2812,64.52463
2813,86.00998
2814,11.079078
2815,50.98155
2816,1.5925093
2817,26.882666
2818,10.828844
2819,35.206192
2820,46.75385
2821,12.977178
2822,56.98048
2823,88.75275
2824,54.56588
2825,6.588743
2826,85.79317
2827,87.80187
2828,7.9507923
2829,79.99613
2830,15.118112
2831,32.834263
2832,13.775434
2833,84.86575
2834,55.810505
2835,26.705378
2836,19.802683
2837,68.60393
2838,46.436985
2839,79.08815
2840,0.9817634
2841,1.1102345
2842,81.030136
2843,13.927248
2844,47.067802
2845,55.866566
2846,2.4297075
2847,67.19403
2848,37.387054
2849,65.10445
2850,13.898301
2851,46.373623
2852,52.25528
2853,73.94985
2854,98.55043
2855,99.68233
2856,12.63967
2857,37.54949
2858,87.367165
2859,65.95804
2860,3.0434062
2861,39.15937
2862,45.23968
2863,84.405815
2864,55.095623
2865,5.860393
2866,47.281166
2867,65.86763
2868,66.307434
2869,59.487766
2870,66.03155
2871,66.10186
2872,76.763245
2873,11.475346
2874,51.28069
2875,42.587475
2876,42.659008
2877,28.198156
2878,55.48819
2879,91.84875
2880,1.3985882
2881,89.61118
2882,33.86832
2883,63.161095
2884,12.644359
2885,37.389988
2886,67.08645
2887,87.511856
2888,44.356735
2889,13.015436
2890,30.610958
2891,70.81432
2892,29.87503
2893,99.65175
2894,48.12039
2895,70.298805
2896,48.755844
2897,2.7423878
2898,65.52761
2899,97.41852
2900,20.338984
2901,38.442898
2902,65.42401
2903,27.8819
2904,13.017756
2905,2.6147377
2906,5.3736973
2907,56.4198
2908,69.03267
2909,26.116673
2910,44.458134
2911,9.053877
2912,96.78693
2913,66.77687
2914,57.94269
2915,75.87936
2916,96.83216
2917,14.173429
2918,35.85295
2919,60.78118
2920,42.527466
2921,0.9784611
2922,62.366932
2923,34.383324
2924,3.8924258
2925,31.162554
2926,67.14445
2927,93.2524
2928,96.70047
2929,71.395195
2930,69.46268
2931,18.699732
2932,7.866294
2933,87.6613
2934,99.026886
2935,27.759066
2936,75.97489
2937,84.83431
2938,12.975669
2939,77.761986
2940,13.286913
2941,63.515438
2942,48.76522
2943,67.96584
2944,72.674484
2945,32.382828
2946,74.5299
2947,68.63144
2948,77.996445
2949,6.0331445
2950,75.66604
2951,7.6362395
2952,49.65814
2953,0.6080403
2954,0.11803346
2955,35.159046
2956,28.802847
2957,70.899574
2958,18.056978
2959,73.93554
2960,82.99625
2961,68.00142
2962,53.91567
2963,62.260536
2964,81.10622
2965,36.962044
2966,41.922035
2967,89.07179
2968,89.50328
2969,8.066305
2970,48.908512
2971,83.81282
2972,3.146633
2973,44.806206
2974,10.821894
2975,99.485214
2976,67.186264
2977,97.26006
2978,14.484581
2979,3.9032056
2980,27.88419
2981,28.99445
2982,52.514095
2983,16.788225
2984,84.15824
2985,9.097451
2986,39.576126
2987,97.582466
2988,39.454227
2989,78.99173
2990,2.5826392
2991,67.22045
2992,71.41172
2993,89.37918
2994,78.833984
2995,64.604385
2996,34.46416
2997,5.8538866
2998,62.986973
2999,58.29472
3000,15.02373
3001,44.76649
3002,18.195307
3003,40.191113
3004,50.51367
3005,73.41627
3006,98.78556
3007,80.853226
3008,4.133307
3009,29.17632
3010,31.369797
3011,57.157864
3012,71.60795
3013,59.136776
3014,63.746666
3015,96.439156
3016,58.690685
3017,71.19902
3018,19.6368
3019,60.001526
3020,16.996
3021,47.05353
3022,67.12788
3023,54.854908
3024,84.64592
3025,31.191107
3026,85.822556
3027,14.307371
3028,15.404883
3029,37.009773
3030,98.12472
3031,80.19166
3032,11.183194
3033,90.2219
3034,57.296513
3035,54.567154
3036,79.32185
3037,47.989105
3038,16.847265
3039,92.088974
3040,35.909412
3041,12.175785
3042,77.09985
3043,48.804253
3044,27.451807
3045,20.014074
3046,20.812042
3047,66.22139
3048,50.3774
3049,87.43607
3050,20.691837
3051,62.99018
3052,85.16732
3053,42.07261
3054,0.21494073
3055,98.49024
3056,89.95916
3057,7.668082
3058,34.306114
3059,24.317514
3060,96.29947
3061,67.9748
3062,20.19659
3063,58.33032
3064,82.390945
3065,37.142765
3066,13.119984
3067,31.251394
3068,40.99861
3069,33.101795
3070,85.17422
3071,83.99778
3072,28.971828
3073,57.39109
3074,35.54724
3075,14.40921
3076,52.189392
3077,96.90451
3078,91.27545
3079,37.972206
3080,21.212667
3081,58.13072
3082,83.9458
3083,64.18892
3084,77.28659
3085,32.986835
3086,25.64321
3087,61.412964
3088,70.60273
3089,42.305428
3090,9.098703
3091,64.51236
3092,43.703526
3093,67.92738
3094,24.90186
3095,20.064335
3096,74.70616
3097,56.33431
3098,21.452463
3099,36.799873
3100,2.657173
3101,23.821987
3102,74.53959
3103,23.610016
3104,5.6817584
3105,0.64912677
3106,82.86952
3107,7.8600883
3108,3.0193307
3109,63.293457
3110,43.586807
3111,80.416595
3112,99.29418
3113,5.21013
3114,17.40001
3115,18.205526
3116,71.92581
3117,13.363784
3118,3.1020794
3119,27.438122
3120,71.15964
3121,88.24008
3122,54.69618
3123,73.449776
3124,95.912254
3125,97.3019
3126,40.578835
3127,72.46056
3128,14.746827
3129,96.78227
3130,20.659554
3131,40.70356
3132,46.13532
3133,77.468864
3134,56.67593
3135,38.916702
3136,18.877575
3137,14.403475
3138,82.05133
3139,21.673592
3140,13.316343
3141,9.309242
3142,51.864872
3143,16.639523
3144,46.9583
3145,74.901184
3146,94.08864
3147,85.397156
3148,71.9891
3149,72.25975
3150,90.55949
3151,61.267155
3152,24.269894
3153,53.794888
3154,67.62205
3155,6.2970376
3156,17.432713
3157,12.525803
3158,82.03435
3159,48.45432
3160,83.16386
3161,55.11345
3162,54.16069
3163,6.9087863
3164,80.04888
3165,11.057926
3166,12.93954
3167,10.612923
3168,68.083435
3169,73.79418
3170,2.5689378
3171,31.236023
3172,35.743164
3173,41.68262
3174,15.701438
3175,41.06912
3176,37.126186
3177,12.637354
3178,76.289536
3179,54.51522
3180,56.79611
3181,60.123966
3182,58.38462
3183,71.92658
3184,35.732098
3185,44.170616
3186,28.730562
3187,65.155594
3188,44.630627
3189,66.275185
3190,51.71805
3191,53.14135
3192,97.13412
3193,15.78143
3194,46.818287
3195,64.54127
3196,16.12367
3197,16.437767
3198,3.9935827
3199,61.731194
3200,42.45871
3201,99.50622
3202,53.62561
3203,37.339527
3204,59.5229
3205,31.49762
3206,71.77394
3207,34.060368
3208,23.764957
3209,66.64046
3210,50.05923
3211,24.865301
3212,33.19744
3213,54.113266
3214,29.730156
3215,28.871292
3216,23.254107
3217,34.010277
3218,24.427309
3219,22.127115
3220,3.4191275
3221,21.086535
3222,4.801142
3223,63.76825
3224,30.243732
3225,23.483402
3226,37.54647
3227,45.61357
3228,41.10583
3229,68.23195
3230,60.075428
3231,56.10166
3232,97.136635
3233,70.72197
3234,42.82251
3235,74.78437
3236,15.115479
3237,86.123375
3238,63.99085
3239,62.60467
3240,32.386097
3241,40.38846
3242,52.01511
3243,11.321726
3244,23.185944
3245,78.69832
3246,62.771786
3247,35.540997
3248,95.74818
3249,19.416561
3250,12.01025
3251,7.996418
3252,67.76175
3253,37.962955
3254,45.866184
3255,21.418028
3256,42.61874
3257,14.779653
3258,90.0758
3259,62.10403
3260,10.836986
3261,21.301607
3262,43.567642
3263,1.1132027
3264,57.158985
3265,61.192318
3266,84.29023
3267,45.39452
3268,37.936714
3269,82.78541
3270,7.032791
3271,87.50056
3272,90.05728
3273,62.733524
3274,74.26387
3275,75.45373
3276,70.97465
3277,81.60593
3278,58.13152
3279,60.62332
3280,36.954937
3281,25.205015
3282,31.612265
3283,12.514934
3284,33.461906
3285,67.60649
3286,82.20409
3287,39.35727
3288,57.986614
3289,53.017414
3290,40.15931
3291,79.220474
3292,59.282894
3293,60.949993
3294,72.74514
3295,11.155371
3296,38.989723
3297,16.249128
3298,86.33074
3299,6.7381244
3300,70.614334
3301,66.00437
3302,38.623676
3303,9.3037405
3304,35.531757
3305,31.526735
3306,25.766546
3307,72.6586
3308,52.700653
3309,11.257192
3310,23.798122
3311,56.289085
3312,42.91269
3313,67.7021
3314,23.515308
3315,35.19899
3316,64.23522
3317,46.98526
3318,56.257935
3319,67.60255
3320,28.391169
3321,98.62155
3322,89.30521
3323,9.250429
3324,51.3629
3325,50.97738
3326,4.043104
3327,80.74645
3328,25.093147
3329,90.53133
3330,87.963844
3331,50.348423
3332,81.95309
3333,47.024952
3334,47.063457
3335,74.43349
3336,37.966347
3337,50.557953
3338,66.02939
3339,1.012026
3340,95.76124
3341,3.3938048
3342,0.69330317
3343,53.034775
3344,32.15572
3345,33.82946
3346,62.36951
3347,29.015398
3348,34.38168
3349,37.495358
3350,28.347298
3351,4.399853
3352,25.368908
3353,31.03255
3354,94.97562
3355,62.0904
3356,32.25343
3357,99.541
3358,7.6357365
3359,86.192345
3360,59.72958
3361,91.794205
3362,81.9186
3363,57.632744
3364,50.04282
3365,87.92001
3366,67.62727
3367,70.043236
3368,63.464638
3369,16.801691
3370,28.495794
3371,60.308285
3372,71.55125
3373,72.14101
3374,21.11205
3375,84.817856
3376,43.257725
3377,61.090023
3378,87.19018
3379,36.427635
3380,87.01715
3381,27.877178
3382,48.889484
3383,10.960417
3384,88.00229
3385,27.376827
3386,69.18799
3387,75.90447
3388,74.32309
3389,72.45636
3390,40.462624
3391,25.481205
3392,1.4965376
3393,27.327734
3394,86.13928
3395,42.095406
3396,17.269098
3397,11.160538
3398,1.2055001
3399,67.70326
3400,59.073868
3401,26.535675
3402,87.35663
3403,43.56869
3404,72.64708
3405,83.31122
3406,11.132639
3407,5.212974
3408,20.429195
3409,81.14322
3410,34.84461
3411,23.643631
3412,8.716318
3413,68.13497
3414,23.788406
3415,25.647547
3416,59.14356
3417,98.937195
3418,82.55791
3419,14.353638
3420,21.832438
3421,74.962875
3422,78.82579
3423,92.59155
3424,54.506496
3425,15.978836
3426,46.68645
3427,19.386656
3428,76.421425
3429,87.287384
3430,78.6207
3431,86.196655
3432,74.02392
3433,71.62672
3434,56.290512
3435,48.091045
3436,84.00769
3437,87.28274
3438,30.498442
3439,57.53207
3440,2.1591382
3441,37.994194
3442,6.742698
3443,72.476944
3444,7.309606
3445,18.953524
3446,34.954765
3447,17.51043
3448,48.302525
3449,16.502455
3450,32.292397
3451,1.3738432
3452,90.59181
3453,34.38009
3454,31.536991
3455,72.96035
3456,82.76133
3457,16.85607
3458,83.23842
3459,72.20125
3460,82.00221
3461,9.581437
3462,54.214264
3463,86.081116
3464,25.53335
3465,0.38265085
3466,58.198112
3467,9.054772
3468,26.633192
3469,81.132545
3470,99.026695
3471,0.46809876
3472,5.132952
3473,30.28919
3474,48.632946
3475,39.53193
3476,88.20152
3477,71.824295
3478,38.33803
3479,82.31653
3480,32.12985
3481,81.56962
3482,61.75701
3483,27.05279
3484,41.22271
3485,65.59202
3486,32.717094
3487,6.049569
3488,94.803986
3489,19.415201
3490,64.786415
3491,64.64905
3492,93.43122
3493,85.37188
3494,69.077065
3495,17.836267
3496,52.458317
3497,84.62765
3498,84.492386
3499,32.47404
3500,59.425884
3501,47.52453
3502,98.31533
3503,11.625517
3504,81.840935
3505,74.15959
3506,79.53253
3507,15.439751
3508,15.348644
3509,90.98574
3510,6.2685466
3511,88.238945
3512,41.905323
3513,3.7712426
3514,24.979847
3515,42.842693
3516,78.445564
3517,72.9804
3518,74.72497
3519,8.709156
3520,99.43626
3521,8.796316
3522,13.492215
3523,76.320854
3524,71.83249
3525,64.24499
3526,19.308044
3527,68.95256
3528,47.896427
3529,54.846325
3530,93.229225
3531,69.03327
3532,95.37041
3533,71.91437
3534,87.60237
3535,14.356401
3536,24.524908
3537,21.249384
3538,17.428368
3539,18.670034
3540,87.598854
3541,21.490866
3542,31.477995
3543,73.53744
3544,44.27485
3545,36.966526
3546,63.617474
3547,55.81279
3548,90.197975
3549,43.569107
3550,70.5965
3551,88.101
3552,90.86579
3553,98.326164
3554,85.00822
3555,10.153227
3556,85.242226
3557,15.013442
3558,99.44305
3559,33.101692
3560,94.27188
3561,33.14795
3562,67.28264
3563,5.349151
3564,99.47251
3565,37.783924
3566,90.57238
3567,34.83903
3568,15.470579
3569,46.769886
3570,21.105068
3571,7.4237046
3572,90.06066
3573,34.39034
3574,89.42333
3575,78.946175
3576,3.8729882
3577,45.809895
3578,80.110886
3579,46.58235
3580,85.42841
3581,43.506004
3582,59.933586
3583,41.914364
3584,37.990513
3585,2.2391503
3586,46.847603
3587,34.50884
3588,95.5875
3589,7.3958783
3590,12.421038
3591,65.54006
3592,46.78318
3593,41.731075
3594,11.765089
